,wav_filename,wav_filesize,transcript,common_part,region,duration,duration_seconds,filename,chirp_wer,Deepgram_wer,googleSTT_wer,seamless_wer,whisper_wer
17,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701142(010).wav,73004,echt da 's niet om aan te zien da da 's da 's ja d eigenlijk moet hij naar den dokter maar,701142,vlaams_brab,0 days 00:00:04,4.0,fv701142(010),0.5,0.6818181818181818,0.6363636363636364,0.8636363636363636,0.9090909090909091
18,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008252(082).wav,182316,ja dan is dan dan is 't inderdaad een beetje dubbelop maar 't rare xxx wel voor dat dat je dat je als relatiebeheerder dan heel erg op de zijlijn staat en uit de tweede of derde of vierde hand informatie krijgt,008252,,0 days 00:00:04,4.0,fn008252(082),0.3333333333333333,0.42857142857142855,0.40476190476190477,0.5476190476190477,0.5476190476190477
19,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007025(078).wav,129452,dat lust ik niet nou lust ik niet nee wat wil gij later dan eten,007025,,0 days 00:00:04,4.0,fn007025(078),0.26666666666666666,1.0,0.4666666666666667,0.8,0.9333333333333333
20,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008249(070).wav,95052,ja en alle vaktijdschriften ja nou als dat een beetje oplevert dan is 't natuurlijk helemaal uh kat in 't bakkie,008249,,0 days 00:00:04,4.0,fn008249(070),0.38095238095238093,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
21,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008031(103).wav,110332,maar daar stappen allemaal van die figuren in m 't zijn meestal jongeren zo g zo uh tussen de tien en twintig of zo ggg,008031,,0 days 00:00:04,4.0,fn008031(103),0.48,0.48,0.6,0.56,0.6
22,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006902(035).wav,148524,ja maar je zit in twee huisjes en dat is gewoon een nadeel hoezo dan,006902,,0 days 00:00:04,4.0,fn006902(035),0.0,0.6,0.6,0.4,0.5333333333333333
23,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008148(064).wav,122284,en uh dick marieke en martijn die hadden met z'n drien n stukje chocoladetaart en wij hadden zo'n groot ding met sterretjes d'rop en zo,008148,,0 days 00:00:04,4.0,fn008148(064),0.4,0.56,0.56,0.56,0.6
24,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006896(034).wav,176172,eigenlijk ja dat snap ik ja want toen was 't echt uh halleluja bij wijze van,006896,,0 days 00:00:04,4.0,fn006896(034),0.125,1.0,0.4375,0.4375,0.625
25,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006846(009).wav,156908,nee maar misschien wordt 't wel wat meer nadat je wat rustigere sporten moet beoefenen,006846,,0 days 00:00:04,4.0,fn006846(009),0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.9333333333333333
26,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007024(032).wav,172556,ja jij was ook behoorlijk doorheen uh op 't laatst geloof ik ja ik had 't wel een beetje gehad,007024,,0 days 00:00:04,4.0,fn007024(032),0.15,0.4,0.4,0.45,0.45
27,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008346(042).wav,94764,dus dan zou d'r een tweede team moeten komen ja klopt nou kijk en als we dat in januari van start kunnen krijgen,008346,,0 days 00:00:04,4.0,fn008346(042),0.043478260869565216,0.43478260869565216,0.2608695652173913,0.6956521739130435,0.5217391304347826
28,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006995(036).wav,148556,ja leuk voor ze ja ik ik had echt zoiets van ok uh mm-hu,006995,,0 days 00:00:04,4.0,fn006995(036),0.35714285714285715,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.7142857142857143
29,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008042(043).wav,103260,nou je ik vond 't op zich wel aardig dat ie zei van nee nou ja hij wou jou gewoon effe bellen wa om-uh-dat je d'r toch ook een beetje bij betrokken was of zo,008042,,0 days 00:00:04,4.0,fn008042(043),0.42857142857142855,1.0,0.6571428571428571,0.8,0.7714285714285715
30,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008079(046).wav,84028,oh ja had uh tine ook nog verteld dat uh dat haar ouwe huis te koop staat ja dat wist ik al van christine,008079,,0 days 00:00:04,4.0,fn008079(046),0.25,0.7916666666666666,0.3333333333333333,0.5,0.6666666666666666
31,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901052(077).wav,98284,wie onderhoudt bij u eigenlijk de pc ge bedoelt bij ons thuis,901052,vlaams_brab,0 days 00:00:04,4.0,fv901052(077),0.08333333333333333,0.4166666666666667,0.25,0.3333333333333333,0.4166666666666667
32,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901056(052).wav,77484,uh want soms wordt d' inderdaad wel zo vier jaar aan uw lot overgelaten,901056,vlaams_brab,0 days 00:00:04,4.0,fv901056(052),0.21428571428571427,0.42857142857142855,0.5,0.35714285714285715,0.5
33,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700179(054).wav,180428,of moet ik tot bij u komen daar dat kunt ge ook ja zeg maar pakt dan photoshop xxx ook,700179,limburg,0 days 00:00:04,4.0,fv700179(054),0.25,0.75,0.25,0.85,0.85
34,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008126(026).wav,131020,d'r moeten uh of je moet naar oma gaan of zo maar ja daar kan ook in 't weekend ja d'r moeten uh hier in huis ook zo langzamerhand wel een aantal klusjes gedaan worden,008126,,0 days 00:00:04,4.0,fn008126(026),0.42857142857142855,0.6571428571428571,0.5428571428571428,0.6285714285714286,0.6857142857142857
35,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901053(008).wav,224588,en zijt ge op zoek naar iets specifiek want ge weet dat er eigenlijk toch wel twee brede categorien zijn ge hebt het eigenlijke kot het echte kotleven dat ge bij privhuizen vindt en ge hebt daarnaast,901053,vlaams_brab,0 days 00:00:04,4.0,fv901053(008),0.21621621621621623,0.35135135135135137,0.43243243243243246,0.35135135135135137,0.43243243243243246
36,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006717(086).wav,361068,nou 'k heb dus uh via lilian 't telefoonnummer gekregen van uh de ja de beste in nederland en dat is de rugkliniek westhovens in uhm ja dat ligt vlak bij roermond susteren,006717,,0 days 00:00:04,4.0,fn006717(086),0.2727272727272727,0.5757575757575758,0.48484848484848486,0.48484848484848486,0.6363636363636364
37,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700073(018).wav,177644,enkel oh wacht w is dat nu iets van of is 't heen en,700073,west_vlaams,0 days 00:00:04,4.0,fv700073(018),0.2857142857142857,0.6428571428571429,0.2857142857142857,0.5,0.6428571428571429
38,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008110(065).wav,104844,ja sowieso uh lijkt me wel leuk om daar even heen te gaan ja want wij gaan volgend weekend weekendje weg want volgende week wordt er dus ook niet gespeeld,008110,,0 days 00:00:04,4.0,fn008110(065),0.23333333333333334,0.7333333333333333,0.5,0.7333333333333333,0.5666666666666667
39,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701154(048).wav,72204,uhm maar ik vermoed dat gijlen toch ook hout wilt voor de open haard,701154,vlaams_brab,0 days 00:00:04,4.0,fv701154(048),0.35714285714285715,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5
40,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701145(008).wav,91404,dus die was al keilang dood ja want uh ze kunnen d'r niet bijkomen,701145,vlaams_brab,0 days 00:00:04,4.0,fv701145(008),0.2857142857142857,1.0,0.7857142857142857,0.6428571428571429,0.9285714285714286
41,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701026(060).wav,72044,en 't is daar en uh vanavond is het disconight,701026,vlaams_brab,0 days 00:00:04,4.0,fv701026(060),0.6,0.7,0.6,0.8,0.8
42,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701073(026).wav,76524,uh dinsdag overdag bij mijn weten heb 'k persyn heb 'k leen persyn,701073,oost_vlaams,0 days 00:00:04,4.0,fv701073(026),0.46153846153846156,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.8461538461538461
43,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901015(111).wav,67212,uhu ok ja,901015,vlaams_brab,0 days 00:00:04,4.0,fv901015(111),0.6666666666666666,1.0,1.0,1.0,1.0
44,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008094(083).wav,86620,nou dus uh nou ja dat dat is 't eigenlijk en wat kan ik nog vertellen over hier,008094,,0 days 00:00:04,4.0,fn008094(083),0.2222222222222222,1.0,0.2777777777777778,0.6666666666666666,0.6111111111111112
45,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006843(043).wav,153548,weet ik niet is nog dicht heeft desnie zelf gemaakt ggg op 't schooltje oh wat leuk,006843,,0 days 00:00:04,4.0,fn006843(043),0.17647058823529413,0.6470588235294118,0.47058823529411764,0.9411764705882353,0.8823529411764706
46,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008060(032).wav,67084,en daar baalden wij een beetje van want het is eerst nog een half uur rijden ja,008060,,0 days 00:00:04,4.0,fn008060(032),0.23529411764705882,1.0,0.23529411764705882,0.7647058823529411,0.8823529411764706
47,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008329(086).wav,99164,en uh toen zei ie oh ja nou ja goed misschien ga 'k dan wel iemand anders zoeken en zo maar uh nou ja een beetje moeilijk,008329,,0 days 00:00:04,4.0,fn008329(086),0.2962962962962963,0.5185185185185185,0.4444444444444444,0.5555555555555556,0.5555555555555556
48,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006936(030).wav,613516,en toen kwam ie uit 't kamp en dat was uh achtenveertig en als 't voor achtenveertig uh uh nog in in dienst kwamen dan werden al die tijd vanaf dat ze van de uh s uh kweek kwamen werden dan meegeteld voor later voor 't pensioen,006936,,0 days 00:00:04,4.0,fn006936(030),0.2978723404255319,0.3617021276595745,0.40425531914893614,0.425531914893617,0.44680851063829785
49,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901055(063).wav,108204,ah dus da 's altijd ah ja tegenwoordig doen we dat alleen nog maar als we op reis zijn,901055,vlaams_brab,0 days 00:00:04,4.0,fv901055(063),0.3157894736842105,0.5789473684210527,0.5263157894736842,1.0,0.631578947368421
50,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701203(074).wav,99052,maar dat wordt nog niet zo rap boos of zo maar ja als dat hem als dat bang we als dat zich bang voelt ah ja,701203,west_vlaams,0 days 00:00:04,4.0,fv701203(074),0.23076923076923078,1.0,0.8076923076923077,0.9615384615384616,0.9230769230769231
51,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006819(015).wav,268140,waarom werkt de nhs niet ja moeten ze dat niet gewoon in uh in de house of commons uh vragen in plaats van op n of ander praatprogramma,006819,,0 days 00:00:04,4.0,fn006819(015),0.14285714285714285,0.5357142857142857,0.42857142857142855,0.5357142857142857,0.5357142857142857
52,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700023(003).wav,242604,uh maar dat van christel daar kon 'k niet goed aan uit hoe dat daar stond dan iets van dus dus een koffietje en gebak of zoiet,700023,vlaams_brab,0 days 00:00:04,4.0,fv700023(003),0.18518518518518517,0.48148148148148145,0.18518518518518517,0.5185185185185185,0.4074074074074074
53,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701013(041).wav,96076,ja 'k die rijdt de over en dan onmiddellijk rechts langs 't water weg onmiddellijk rechts langs 't water weg ja,701013,oost_vlaams,0 days 00:00:04,4.0,fv701013(041),0.19047619047619047,0.6190476190476191,0.42857142857142855,0.6190476190476191,0.47619047619047616
54,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008082(077).wav,109484,'k zei nee maar wij vinden 't leuk ggg maar toen zei die van ja hij kon ook niet voor zo lang vooruit afspreken,008082,,0 days 00:00:04,4.0,fn008082(077),0.16666666666666666,0.4166666666666667,0.3333333333333333,0.4583333333333333,0.4583333333333333
55,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701205(011).wav,75852,oh uhm een ajuintje doe jij daar een ajuintje in xxx spruiten,701205,west_vlaams,0 days 00:00:04,4.0,fv701205(011),0.5833333333333334,1.0,0.8333333333333334,1.0833333333333333,1.0
56,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006779(006).wav,202604,ja hebben ze hebben ze er noodbouten ingezet is franois ook helemaal vergeten om daar nieuwe voor te laten bestellen,006779,,0 days 00:00:04,4.0,fn006779(006),0.25,1.0,0.55,0.65,1.0
57,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901196(092).wav,164268,uh ja ze hebben den een stoof laten staan een uhm allee een gewoon fornuis eigenlijk met elektrische kookplaten die we natuurlijk wel goed kunnen gebruiken,901196,vlaams_brab,0 days 00:00:04,4.0,fv901196(092),0.4230769230769231,1.0,0.9230769230769231,0.6153846153846154,0.8461538461538461
58,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006713(021).wav,253260,dus ik had ook zoiets van nou dan schuiven we 't gewoon een weekje op en dan uh zorgen we gewoon dat we met 't uh met uh met wanneer 't opent uh dat we dan al daar zijn,006713,,0 days 00:00:04,4.0,fn006713(021),0.3333333333333333,0.5128205128205128,0.38461538461538464,0.5128205128205128,0.48717948717948717
59,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700185(082).wav,147436,nee 'k weet wel 'k heb 'k ik u ook nog gekend als stil,700185,oost_vlaams,0 days 00:00:04,4.0,fv700185(082),0.5714285714285714,0.9285714285714286,0.5,0.9285714285714286,0.7857142857142857
60,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006822(085).wav,187980,ja en dat ziet d'r dan rimpelig en en oegh en rooig uit dat ziet d'r gewoon zo smerig uit,006822,,0 days 00:00:04,4.0,fn006822(085),0.25,0.7,0.5,0.5,0.5
61,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006799(028).wav,160076,ja ja en daar heb ik een t-shirt van uh dus ja dat past er mooi bij als je d'rop gaat fietsen,006799,,0 days 00:00:04,4.0,fn006799(028),0.09090909090909091,0.45454545454545453,0.22727272727272727,0.5454545454545454,0.45454545454545453
62,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006874(056).wav,234572,ja maar ik wil sowieso uh wat groter harde schijf omdat ik natuurlijk ook uh allerlei software en zo down-downloaden wil installeren,006874,,0 days 00:00:04,4.0,fn006874(056),0.3181818181818182,0.2727272727272727,0.2727272727272727,0.5,0.4090909090909091
63,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006841(024).wav,151500,'k heb uh van 't weekend weinig gedaan ja dat kan 'k me wel voorstellen met allerlei druktes,006841,,0 days 00:00:04,4.0,fn006841(024),0.2222222222222222,0.6111111111111112,0.3333333333333333,0.3888888888888889,0.3888888888888889
64,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701203(010).wav,75132,ja ik heb de he de hele dag in plopsaland gewerkt vandaag of wat,701203,west_vlaams,0 days 00:00:04,4.0,fv701203(010),0.2857142857142857,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.5714285714285714
65,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700112(030).wav,135436,ja dat ggg allee voor ons was er zeker geen probleem,700112,vlaams_brab,0 days 00:00:04,4.0,fv700112(030),0.18181818181818182,0.5454545454545454,0.18181818181818182,0.45454545454545453,0.5454545454545454
66,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006783(001).wav,134444,ja man 't is negen uur man ja en je gaat toch xxx straks op bed,006783,,0 days 00:00:04,4.0,fn006783(001),0.25,0.8125,0.75,0.5625,0.625
67,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901066(049).wav,70444,enfin dat valt dan allemaal mee zoekt de nog op reis te gaan dit jaar,901066,vlaams_brab,0 days 00:00:04,4.0,fv901066(049),0.26666666666666666,0.5333333333333333,0.4,0.7333333333333333,1.0
68,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008106(006).wav,69964,ja enne nou ben 'k zelf maar aan 't tegelen geslagen en lukt 't,008106,,0 days 00:00:04,4.0,fn008106(006),0.5,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7142857142857143
69,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006780(097).wav,169388,ik heb toch sparta ajax zondag dat weet ik niet nou die heb je aanstaande zondag en die begint om n uur,006780,,0 days 00:00:04,4.0,fn006780(097),0.045454545454545456,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.6363636363636364
70,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006762(041).wav,175564,'k zei ik ik hoor niks meer van die verhalen van jou welke verhalen nou dat je me bel ggg met een verhaal,006762,,0 days 00:00:04,4.0,fn006762(041),0.17391304347826086,0.43478260869565216,0.30434782608695654,0.4782608695652174,0.5217391304347826
71,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008069(025).wav,80428,mmm maar uh heb je nog iets gekocht of ja op de boekenmarkt,008069,,0 days 00:00:04,4.0,fn008069(025),0.38461538461538464,0.7692307692307693,0.46153846153846156,0.7692307692307693,0.7692307692307693
72,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008068(083).wav,80716,ja wat maakt dat ding ontzettend veel lawaai zeg maar ik sta d'r ook naast,008068,,0 days 00:00:04,4.0,fn008068(083),0.3333333333333333,0.7333333333333333,0.4,0.8666666666666667,0.8
73,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006773(091).wav,146604,en uh hoe heet het uhm ja de secretaresses huren we allemaal in en zo,006773,,0 days 00:00:04,4.0,fn006773(091),0.3333333333333333,0.8,0.7333333333333333,0.6666666666666666,0.7333333333333333
74,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701073(077).wav,110316,oeh van te zeggen kijk ik ik beschouw dat als een studieboek en uh dus met een papierke bij mij,701073,oost_vlaams,0 days 00:00:04,4.0,fv701073(077),0.2,0.5,0.5,0.65,0.65
75,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700117(019).wav,356844,awel ja we waren samen in 't zwembad en ze was aan 't zeggen dat uh dat haar xxx allee dat 't volgende week dus is xxx verlof en dat haar kinderen dan thuis wa haar kleinkinderen bij haar waren,700117,oost_vlaams,0 days 00:00:04,4.0,fv700117(019),0.35,0.6,0.375,0.375,0.5
76,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008184(077).wav,66460,waar waren die medicijnen dan voor omdat zij daar zo op reageert ja,008184,,0 days 00:00:04,4.0,fn008184(077),0.07692307692307693,1.0,0.23076923076923078,0.5384615384615384,0.3076923076923077
77,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700045(037).wav,158124,ggg uhm en groepen van acht dat is dat is totaal niet haalbaar,700045,vlaams_brab,0 days 00:00:04,4.0,fv700045(037),0.3076923076923077,0.6153846153846154,0.3076923076923077,0.5384615384615384,0.5384615384615384
